,text
1052534,stop the lies  stop the war   the americans released a video about the false statements of top  russian officials who convinced that  russia would not attack  ukraine  
1052679,breaking  in the midst of  russia s attack on  ukraine  neighboring countries take action to help people fleeing the country with their animals find refuge  amp  shelter      read more      
1053718,  footage of the interrogation of another captured russian soldier  it turns out that the officers told them that  ukraine attacked  russia  
1053741,now we have someone who crimes are bigger than kim jong un    ukraine  ukraineunderattack  ukrainerussia  kieve  russiaukrainewar  kyiv  zelenskyy  zelenskyyua  putin 
1055260,if you don t know how to help out  start by exposing and reporting russian disinformation  it s an important job during these times   anonymous
1055667,this is very important  if you are using telegram app  please find in search these accounts and report them all  they are hiring people  to put equipment in  ukraine for  russian army  then they can identify where to strike from air  
1055853,the unprovoked and illegal invasion of ukraine continues  see below for an update from defence intelligence   standwithukraine 
1057241,financial times   ukraine    war latest   kyiv orders curfew to counter russian     saboteurs     via 
1057332, ukraine     belarusian volunteers are participating in the defense of  kyiv    lukashenko has made the territory of  belarus complicit in the invasion  but belarusians are making it clear they oppose the  kremlin  
1057365,the russian invasion marks a turning point  it is our duty to support ukraine to the best of our ability in defending against putin s invading army  that is why we are delivering   anti tank weapons and    stinger missiles to our friends in  ukraine 
1058005, the russian invasion marks a turning point  it is our duty to support  ukraine to the best of our ability in defending against  putin s invading army  that is why we are supplying   anti tank weapons and   stinger missiles to our friends in  ukraine     chancellor scholz 
1059130,right now in kyiv   ukraineunderattack  stopputin  standwithukraine 
1059417,residential area being shelled by russians in sumy oblast  veretinovka   burn in hell  suka putin     stopputin  stoprussianaggression  standwithukraine  putinisawarcriminal 
1059956,  what are you talking about when we have a new war in europe  stop posting blah blah blah and start acting    i appeal for the president of  ukraine  to receive the nobel prize today     i am asking for action immediately    
1060191,  the citizens  initiative for finland s membership in  nato has passed the necessary threshold of     signatures and has been submitted to parliament for consideration 
1062819,so i ve been asked what my advice would be to civilian resistors in ukriane  especially kyiv  someone with no military training but wanting to resist  here are a few things  kyiv  ukraineunderattack  
1064023,a huge number of people in  israel marched in support of  ukraine 
1064114, germany    has made an important decision today in defence of  ukraine and democracy  also allowed estonia to send howitzers to ukraine    standwithukraine    
1064667,the russian invasion marks a turning point  it is our duty to support ukraine to the best of our ability in defending against putin s invading army  that is why we are delivering   anti tank weapons and    stinger missiles to our friends in  ukraine 
1065794,kiyv  ukraine   one more big group of saboteurs captured by ukrainians   ukraine  war  russia  ukrainerussia  ukraineinvasion  putin  ukraineinaction  livenews  ukraineunderattack  ukrainewar 
1066501,   case no      feb   warcrimestracker   volnovakha residential area was indiscriminately shelled by  russia  this constitutes a  warcrime  in violation of articles            of   iv geneva convention  russiaukrainewar  putinkrieg  ukraine 
1067181,      standwithukraine nothing but huge respect for the people of  ukraine   helpukraine donate if you can  i did via  and   stopthewar
1067342, putin will not stop at  ukraine   fuck putin    fckputin 
1068203, putin will not stop at  ukraine   fuck putin    fckputin 
1068668, putin will not stop at  ukraine   fuck putin    fckputin 
1068732,in the face of the russian invasion of ukraine  we encourage you to support the ukrainian humanitarian organization  which supports the ukrainian people during the horrors of war    ukraine  we re with you   ukraine 
1068948,ukrainian soldiers in  kyiv   we did not start this war  but we are going to end it    ukraine  ukraineunderattack  ukrainewillresist  
1069096,the  anonymous collective has intercepted russian military communications   ukraine
1069894, putin will not stop at  ukraine   fuck putin    fckputin 
1071658,fight  anonymous   and win this battle  
1073063,breaking   anonymous has taken down the website of the chechen republic     gt  off   oprussia  standwithukraine
1073514,       magomed tushayev  one of ramzan kadyrov s top warlords  has been killed in action in hostomel     ukraine s elite alpha group is reportedly fighting chechens in the airfield   hostomel  kiev  ukraine    
1074345,as of tomorrow  will have relief teams on the ground in   countries to assist those fleeing the war in  ukraine     poland  moldova  slovakia  amp  romania     ukrainerussiawar  ukraineunderattack
1075349,russian    su   in the area of kherson taking a direct hit by the missile of a ukrainian manpads  man portable air defense system     via warleaks   ukraine 
1076010, japan    eu arrange additional lng supplies to europe over  ukraine  
1077156, ukraine ministry of interior asks people to turn off geolocation on their cell phones   they say  russia is beginning to track gatherings of people
1077380,  the united states will transfer an unnamed number of  stinger  air defense systems to  kyiv as part of a new    million arms shipment to  ukraine 
1077471,  the united states will transfer an unnamed number of  stinger  air defense systems to  kyiv as part of a new    million arms shipment to  ukraine 
1077703,   kyiv police report that a  russian drg was destroyed on darnitsa in kyiv 
1078097, paper  russian  putler  putin army  look at their equipment and physical fitness   one with a potbelly  one skinny  no muscles  worn out boots and uniform  poor guys 
1078337, russia  warcrimes   russialies  russiakills  the war criminals monster putin unleashed on ukraine shell civilians  hospitals  schools  kindergartens      don t be silent  share the information  the world will bring the fckturds to justice 
1078447, putin will not stop at  ukraine   fuck putin    fckputin 
1078730,i am currently in  kyiv  reporting  russia s war     for  while also completing my degrees for university in the u s  despite being a straight a student  my university refused to re extend the deadline  saying that it would be against  the university protocols  
1078839, ukraine ministry of interior asks people to turn off geolocation on their cell phones   they say  russia is beginning to track gatherings of people
1079634, ukraine ministry of interior asks people to turn off geolocation on their cell phones   they say  russia is beginning to track gatherings of people
1079743, ukraine ministry of interior asks people to turn off geolocation on their cell phones   they say  russia is beginning to track gatherings of people
1080222,this is one of the easiest way to support  ukraineunderattack  
1080966,i ve asked the members of the texas restaurant association  texas package stores association  amp  all texas retailers to voluntarily remove all russian products from their shelves   texas stands with ukraine    standwithukraine
1081295,as an athlete  i can t pretend nothing is happening    standwithukraine 
1082410,amid thousands of reports today     this is very  very important        warcrimes  ukraine  russia  putin 
1083109,on a more personal note  amp  a big shot  i m asking for help from anyone who could ve contact of a driver or transport option in ukraine  my brother  colombian   amp  his wife  ukrainian  are trying to get to lviv from cherkasy  middle ukraine   appreciate any help on this   ukrainewar
1084575,   will send to  ukraine   anti tank weapons and   stingers  olaf scholz has allowed nato and eu partners to supply german made weapons to ukraine     sends   trucks  medical devices and more    will supply    with   stingers even   will send humanitarian aid to ukraine 
1084736, putin will not stop at  ukraine   fuck putin    fckputin 
1085831,i am convening a virtual meeting of eu foreign ministers tomorrow at     to adopt further measures in support of  ukraine  against aggression by  russia   i will propose a package of emergency assistance for the ukrainian armed forces  to support them in their heroic fight 
1086402,seems resistance of  odessa have enough fuel  for molotov s   amp  wait for  russia n occupiers south  ukraine 
1087164,an adviser to the  ukrainian interior ministry says they have created a special website to find  russian soldiers who died during the attack on  ukraine or were captured 
1088028,so i ve been asked what my advice would be to civilian resistors in ukriane  especially kyiv  someone with no military training but wanting to resist  here are a few things  kyiv  ukraineunderattack  
1088701,train station in lviv  western ukraine  refugees are waiting for a train to  poland    ukraine  war  russia  ukrainewar 
1089162,in     mins  kyiv will be under attack never seen before  russia will hit us with all they have  main bessarabka market is a target  all parliamentary chats are exploding
1089713,the  anonymous collective has intercepted russian military communications   ukraine
1090446,just in   russian state tv channels have been hacked by  anonymous to broadcast the truth about what happens in  ukraine     oprussia  opkremlin  fckputin  standwithukriane 
1091772, putin will not stop at  ukraine   fuck putin    fckputin 
1092022,in     mins  kyiv will be under attack never seen before  russia will hit us with all they have  main bessarabka market is a target  all parliamentary chats are exploding
1092395,anonymous stands with ukraine  russia we are coming for you   anonymous  oprussia  ukraine  russia 
1092772,in     mins  kyiv will be under attack never seen before  russia will hit us with all they have  main bessarabka market is a target  all parliamentary chats are exploding
1093029,the true  warrior fights not because he hates the ones in front of him  but because he loves those behind him   army  wojsko  armia  wisdom   ukraine  ukraina  rosja  russia   standwithukriane  unitedwithukraine 
1093629,russian state tv channels have been hacked and are broadcasting the reality of what is happening in  ukraine 
1093775,just in   russian state tv channels have been hacked by  anonymous to broadcast the truth about what happens in  ukraine     oprussia  opkremlin  fckputin  standwithukriane 
1093929,just in   russian state tv channels have been hacked by  anonymous to broadcast the truth about what happens in  ukraine     oprussia  opkremlin  fckputin  standwithukriane 
1093999,the anonymous collective is officially in cyber war against the russian government   anonymous  ukraine
1094376,russian state tv channels have been hacked and are broadcasting the reality of what is happening in  ukraine 
1094562,just in   russian state tv channels have been hacked by  anonymous to broadcast the truth about what happens in  ukraine     oprussia  opkremlin  fckputin  standwithukriane 
1094629,in the first   hours of the war against  ukraine   russia lost more troops than in   years of war in syria    the economist
1094904,just in   russian state tv channels have been hacked by  anonymous to broadcast the truth about what happens in  ukraine     oprussia  opkremlin  fckputin  standwithukriane 
1095247,   we are clear   russia needs to be isolated diplomatically and financially  i very much welcome the intention to exclude russia from  swift     british prime minister boris johnson 
1096085,  one of the largest job search sites  jooble  is ceasing to operate in  russia and  belarus 
1096215,just in  hacking group  anonymous launches  full scale   cyberattacks on russian government websites in retaliation for  russia s invasion of  ukraine   oprussia  standwithukraine 
1096903, ukraine ministry of interior asks people to turn off geolocation on their cell phones   they say  russia is beginning to track gatherings of people
1096973,   we are clear   russia needs to be isolated diplomatically and financially  i very much welcome the intention to exclude russia from  swift     british prime minister boris johnson 
1097385,   we are clear   russia needs to be isolated diplomatically and financially  i very much welcome the intention to exclude russia from  swift     british prime minister boris johnson 
1097618,   we are clear   russia needs to be isolated diplomatically and financially  i very much welcome the intention to exclude russia from  swift     british prime minister boris johnson 
1097619,in the first   hours of the war against  ukraine   russia lost more troops than in   years of war in syria    the economist
1097919,in     mins  kyiv will be under attack never seen before  russia will hit us with all they have  main bessarabka market is a target  all parliamentary chats are exploding
1098822,russian state tv channels have been hacked and are broadcasting the reality of what is happening in  ukraine 
1099174,more  most of the  kremlin propaganda news media websites are down   anonymous  oprussia
1099219,russian state tv channels have been hacked and are broadcasting the reality of what is happening in  ukraine 
1099764,a huge number of people in  israel marched in support of  ukraine 
1099850,russian state tv channels have been hacked and are broadcasting the reality of what is happening in  ukraine 
1100041,russian state tv channels have been hacked and are broadcasting the reality of what is happening in  ukraine 
1100409,don t leave them behind         ukraine  ucraina  kiev  kyiv 
1100652,just in   russian state tv channels have been hacked by  anonymous to broadcast the truth about what happens in  ukraine     oprussia  opkremlin  fckputin  standwithukriane 
1100745,the war costs  russia         bn daily  make it become     bn and more  make  putler s reserves deplete fast    sanctions
1101262,russian state tv channels have been hacked and are broadcasting the reality of what is happening in  ukraine 
1101903,how many times  noflyzone for  ukraine    just want to scream this out to all decision makers in  uk and  us  russia  is  sending  all  they  have  on  kyiv  please share this will congress  and all you know in us and uk
1102607,just in   russian state tv channels have been hacked by  anonymous to broadcast the truth about what happens in  ukraine     oprussia  opkremlin  fckputin  standwithukriane 
1102811, ukraine s  rd separate mechanized brigade standing firm  they re very grateful to everyone who helps our boys and girls  we control our section of the front  amp  do not allow the russian occupation forces to move forward     
1102833,russian state tv channels have been hacked and are broadcasting the reality of what is happening in  ukraine 
1103779,russians are conducting airdrops southwest of kyiv  via   ukraine 
1104862,ukrainians are not only showing the world that  russia is no super power  but also that  ukraine is a great nation 
1104992,we call all hackers and digital activists to be united as one  if this war is not won with weapons  it will be won with cyberweapons  democracy and freedom will destroy fascism and imperialism   anonymous  oprussia  ukraine  russia  
1105062,we call all hackers and digital activists to be united as one  if this war is not won with weapons  it will be won with cyberweapons  democracy and freedom will destroy fascism and imperialism   anonymous  oprussia  ukraine  russia  
1105116,in     mins  kyiv will be under attack never seen before  russia will hit us with all they have  main bessarabka market is a target  all parliamentary chats are exploding
1105826,in     mins  kyiv will be under attack never seen before  russia will hit us with all they have  main bessarabka market is a target  all parliamentary chats are exploding
1106571,will be speaking on  later today to discuss violations of  humanitarianlaw  genevaconventions by  russia in  ukraine conflict as well as the situation for  refugees  bordercrossings from western ukraine 
1106880,just in   russian state tv channels have been hacked by  anonymous to broadcast the truth about what happens in  ukraine     oprussia  opkremlin  fckputin  standwithukriane 
1106884,just in   russian state tv channels have been hacked by  anonymous to broadcast the truth about what happens in  ukraine     oprussia  opkremlin  fckputin  standwithukriane 
1108063,should  nato go to war for ukraine   cnn poll 
1108860,attention  ukraine  ukraineunderattack    
1109978,  in the village of  zelenovka  near  kherson   russian soldiers shot a civilian journalist with automatic weapons and also hit an apartment building in  kharkiv   irina venediktova
1110421,ukrainian soldiers spot freezing puppy alone outside  and take him into their post  he stands guard for them now  they ve named him rambo         ukraine  ukrainerussia  russiaukrainewar  rambo  kiev  warinukraine  ukraineinvasion 
1113292,some of the protesters in  warsaw have a clear message to  putin   fuckputin  stopwarinukraine 
1113560,we call all hackers and digital activists to be united as one  if this war is not won with weapons  it will be won with cyberweapons  democracy and freedom will destroy fascism and imperialism   anonymous  oprussia  ukraine  russia  putin   
1113761,  air strikes on  kyiv alone in less than   hours  tonight will be tough  maybe toughest   russia attacks from the sky many cities at a time  more people go down to the metro  more soldiers come out patrolling the streets  ukraine s new normal 
1114130,anonymous stands with ukraine  russia we are coming for you   anonymous  oprussia  ukraine  russia 
1114326,in     mins  kyiv will be under attack never seen before  russia will hit us with all they have  main bessarabka market is a target  all parliamentary chats are exploding
1114531,   haha  even that was wrong it s not aaa fire  someone s lens glare perfectly lined up into the sky  nice find   russia  ukraine  ukraineunderattack  europe  eu  nato  us     
1114697,   and  ban  russia from your services immediately   rt and share    people are spreading information about  ukraine army over these platforms 
1114784,a new air route to  kaliningrad  the baltic states and  poland have closed their airspace to  russia  
1114840,anonymous stands with ukraine  russia we are coming for you   anonymous  oprussia  ukraine  russia 
1115752,brilliant  israeli ambassador to moscow  summoned to explain tel aviv s position on  ukraine conflict  is asked why they are  supporting nazis  in ukraine   via 
1115755,this is  dinamo  football club in  kyiv  they took off their shorts and  got ready to defend  ukraine  
1116028,the battle for  kyiv  night    bring it  we will keep standing  truth will prevail   ukraine will flourish  glory to ukraine 
1116332,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
1116394,breaking   blocks rt  other russian channels from generating revenue  ukraineunderattack  ukraine 
1116539, ukraine  a russian t  b  with the famous  javelin cage  went for a short trip into a stream today   unfortunately the location is unknown at present  
1117188,   we have total control over everything that happens in the regions of  ukraine   said presidential advisor podolyak
1117716, in     minutes  kyiv will be attacked   russia will hit us with everything they have  the main bessarabka market is the target  all the parliamentary chats are exploding     lesya vasilenko deputy of the verkhovna rada 
1117844, ukraine ministry of interior asks people to turn off geolocation on their cell phones   they say  russia is beginning to track gatherings of people
1118148, in     minutes  kyiv will be attacked   russia will hit us with everything they have  the main bessarabka market is the target  all the parliamentary chats are exploding     lesya vasilenko deputy of the verkhovna rada 
1118255,   assets of the central bank of  russia      billion  all of them will be frozen
1118943, lithuania is preparing an appeal to the chef prosecutor of the international criminal court regarding  russia s war against  ukraine  crimes against humanity and war crimes committed on its territory  criminals must go to the court of the hague  
1119383,we call all hackers and digital activists to be united as one  if this war is not won with weapons  it will be won with cyberweapons  democracy and freedom will destroy fascism and imperialism   anonymous  oprussia  ukraine  russia  
1119392,we call all hackers and digital activists to be united as one  if this war is not won with weapons  it will be won with cyberweapons  democracy and freedom will destroy fascism and imperialism   anonymous  oprussia  ukraine  russia  putin   
1120356, nato has been providing support for many years to enable ukrainians to defend themselves  we will continue to do so and call on others to do the same   standwithukraine    
1120970,should  go to war for  ukraine  vote at    early tally here  results live next hour   
1121795,just in   russian state tv channels have been hacked by  anonymous to broadcast the truth about what happens in  ukraine     oprussia  opkremlin  fckputin  standwithukriane 
1121906,   we have total control over everything that happens in the regions of  ukraine   said presidential advisor podolyak
1122288,so i ve been asked what my advice would be to civilian resistors in ukriane  especially kyiv  someone with no military training but wanting to resist  here are a few things  kyiv  ukraineunderattack  
1123454,ukrainian businessman from syrian mother is funding a military group to fight against russia and defend ukraine  he is saying  russia destroyed my first country   and i will not let it destroy my second home  ukraine  i will stay here and not leaving  
1124324,breaking  in russian belgorod    thousand contractors staged a riot and refused to go to fight ukraine   verified informations by oborevat   ukrainerussiaconflict  ukraine  russia 
1124663,in     mins  kyiv will be under attack never seen before  russia will hit us with all they have  main bessarabka market is a target  all parliamentary chats are exploding
1124704,just in   russian state tv channels have been hacked by  anonymous to broadcast the truth about what happens in  ukraine    
1124862, breaking    russian tank who crushed civilian s car in  kyiv suburb are gunned down   
1124910,we call all hackers and digital activists to be united as one  if this war is not won with weapons  it will be won with cyberweapons  democracy and freedom will destroy fascism and imperialism   anonymous  oprussia  ukraine  russia  
1126086, ukraine  appears that a russian bmd  m amphibious infantry fighting vehicle took a tumble  location unknown  
1127294, kiev  fought around the clock  to convince  eu to ban  russia from  swift   ukrainian president  zelensky 
1127364,   in  russian belgorod      contract servicemen rioted and refused to go to fight  ukraine  reports obozrevatel
1127581,   assets of the central bank of  russia      billion  all of them will be frozen
1128032, ukraine    fight with the russian occupier on the outskirts of ivankov    russia  ukrainerussia  ivankov 
1128289,just in   russian state tv channels have been hacked by  anonymous to broadcast the truth about what happens in  ukraine     oprussia  opkremlin  fckputin  standwithukriane 
1128646,anonymous stands with ukraine  russia we are coming for you   anonymous  oprussia  ukraine  russia 
1128749,new  elon musk provides  starlink services  to help with communications in ukraine    elonmusk  starlinkservices  starlink  ukraine  tesla 
1128768, ukraine  appears that a russian bmd  m amphibious infantry fighting vehicle took a tumble  location unknown  
1129025, putin will not stop at  ukraine   fuck putin    fckputin 
1129146,just in   russian state tv channels have been hacked by  anonymous to broadcast the truth about what happens in  ukraine     oprussia  opkremlin  fckputin  standwithukriane 
1129309,here is a list of ukrainian ngos to help  media sources to read  and twitter feeds to follow    standwithukraine  ukrainewar  ukraineinvasion 
1130272,russian state tv channels have been hacked and are broadcasting the reality of what is happening in  ukraine 
1130462,the battle for  kyiv  night    bring it  we will keep standing  truth will prevail   ukraine will flourish  glory to ukraine 
1130765,russian state tv channels have been hacked and are broadcasting the reality of what is happening in  ukraine 
1131145,in the first   hours of the war against  ukraine   russia lost more troops than in   years of war in syria    the economist
1131236,breaking  in russian belgorod    thousand contractors staged a riot and refused to go to fight ukraine   verified informations by oborevat   ukrainerussiaconflict  ukraine  russia 
1131706, ukraine ministry of interior asks people to turn off geolocation on their cell phones   they say  russia is beginning to track gatherings of people
1132694, nato s supposed expansion didn t trigger the war  putin s outcry about that was just a cover  he s a master at sowing misinformation for the general public  just like photo below   putin just wants ukraine based in his version of the history of ukraine  
1133011,   ukrainian pilot shoots down  russian attack aircraft near  kharkov 
1133259,the ukrainian flag is inspired by a realistic image of the union of wheat orchards with the blue of the sky   europeans call ukraine the  bread basket   as it is one of the countries that exports the most wheat to europe and the world     ukraine    
1133567,us  allies to kick certain  russian banks out of  swift banking system  smartnews  
1134276,   ukrainian pilot shoots down  russian attack aircraft near  kharkov 
1135044,   ukrainian pilot shoots down  russian attack aircraft near  kharkov 
1135425,   ukrainian pilot shoots down  russian attack aircraft near  kharkov 
1135752,russian troops destroyed a commercial oil base near vasylkiv   this is ecological catastrophe not only for ukraine  but also for the all  europe    stoprussia  stoprussianaggression  ukraine 
1136160,russian troops destroyed a commercial oil base near vasylkiv   this is ecological catastrophe not only for ukraine  but also for the all  europe    stoprussia  stoprussianaggression  ukraine 
1136342,russian troops destroyed a commercial oil base near vasylkiv   this is ecological catastrophe not only for ukraine  but also for the all  europe    stoprussia  stoprussianaggression  ukraine 
1136482,russian troops destroyed a commercial oil base near vasylkiv   this is ecological catastrophe not only for ukraine  but also for the all  europe    stoprussia  stoprussianaggression  ukraine 
1136508,russian troops destroyed a commercial oil base near vasylkiv   this is ecological catastrophe not only for ukraine  but also for the all  europe    stoprussia  stoprussianaggression  ukraine 
1136699,breaking   anonymous hacks russian state tv channels to broadcast the reality of what is happening in  ukraine    oprussia  standwithukriane 
1137249, an ukrainian army soldier warns the islamist militias of  putin from chechen who are on their ways to ukraine    best of yours were killed in the war against putin but the worst of you who are still alive are sent to ukraine  we will play football with your heads   
1137360,   in  russian belgorod      contract servicemen rioted and refused to go to fight  ukraine  reports obozrevatel
1139055,   the fate of  ukraine is being decided tonight  but also the fate of the west  declare a  noflyzone over ukraine at the invitation of their sovereign govt  disrupt russias air ops to give the heroic ukrainians a fair fight   it s now  or later 
1139269,  nato  usa  please  save  ukrainians  from  putin  war  repost   god  save  ukraine        help  ukrainians  hero     world  help   people s who see this  please  repost dear     please    closethesky 
1139282,just in   russian state tv channels have been hacked by  anonymous to broadcast the truth about what happens in  ukraine     oprussia  opkremlin  fckputin  standwithukriane 
1139631,  journalists in  kyiv have been asked not to use lights even for live broadcasts  a  cnn correspondent says  the city is plunged into darkness in anticipation of bombings 
1140057,   ukrainian pilot shoots down  russian attack aircraft near  kharkov 
1140655,berlin  germany    right now   ukraine  stoprussia  standwithukraine 
1141040,president zelensky is   years old  he has two children  and his first language is russian  he is jewish  lost family in the holocaust  and his grandfather fought against nazism     do russian soldiers even know what they re fighting for   ukraineunderattack  zelensky  ukrainewar 
1141525, i have a better idea     ukraine  ukrainerussiawar  ukrainewar  ukrainerussia  ukrainerussiacrisis  war  molotovcocktail  molotov  weaponsforukraine  drone  weapons 
1141922, anonymous is continuing its operations against the russian federation  our operations are targeting the russian government and those close to the russian government  we are at war   we are united with  ukraine    mr putin   you have been warned   expect more 
1143236,ukraine forces take down another russian military aircraft  should have turned back when they had the chance   ukraineunderattack   kyiv  ukraine 
1143249, anonymous is continuing its operations against the russian federation  our operations are targeting the russian government and those close to the russian government  we are at war   we are united with  ukraine    mr putin   you have been warned   expect more 
1143383,so i ve been asked what my advice would be to civilian resistors in ukriane  especially kyiv  someone with no military training but wanting to resist  here are a few things  kyiv  ukraineunderattack  
1143434,just in   russian state tv channels have been hacked by  anonymous to broadcast the truth about what happens in  ukraine     oprussia  opkremlin  fckputin  standwithukriane 
1143596, anonymous is continuing its operations against the russian federation  our operations are targeting the russian government and those close to the russian government  we are at war   we are united with  ukraine    mr putin   you have been warned   expect more 
1145135,sunshine is not required in kharkov  kharkov right now   god bless russia and god speed    ukraine  kiev  kyiv  russia  standwithrussiak 
1145242,reports of a huge mushroom cloud explosion in kharkov  ukraine   russiaukraineconflict  ukrainewar  russiaukrainewar  kharkiv  kiev  kyiv 
1145405,just in case you thought russia was way on the other side of the world   ukraine  russia  putin  nato  kyiv 
1145508,   assets of the central bank of  russia      billion  all of them will be frozen
1146102,a   ukrainian pilot  vladmir abdonov  has downed     russian jets over   ukraine   x su    x su    x su    x mig   to the country of ukraine  and the rest of the world you are   the ghost of kyiv   ukraine  russiaukrainewar  ghostofkyiv  kyiv  russiaukrainewar 
1147991,aid of the ministry of interior on the oil depot fire in  vasylkiv  south of  kyiv   the environmental damage will be enormous 
1148141, kharkiv explosions rock through the city  ukraine 
1148697,anonymous stands with ukraine  russia we are coming for you   anonymous  oprussia  ukraine  russia 
1148802,the ghost is real  this is the ghost of kyiv  happy hunting you absolute hero      ghostofkyiv  ukraine  kiev  russiaukrainewar 
1149091,fuck  putin    putinhitler  putinisawarcriminal
1149594,secret cable shows  russia warned us  ukraine  nato enlargement could split country in two   create civil war  
1149864,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
1149964,  some of russian banks  wtf  all russian banks must be  swiftbannow  all russian and  putin assets should be confiscated and transfered to war reparation found for  ukraina    do it now mrs    stopputinnow and stop shemed eu    putinisawarcriminal
1150146,  intel and amd stop supplying microchips to  russia
1150279,  intel and amd stop supplying microchips to  russia
1150306,  intel and amd stop supplying microchips to  russia
1150341,  intel and amd stop supplying microchips to  russia
1150381,  intel and amd stop supplying microchips to  russia
1150522,  intel and amd stop supplying microchips to  russia
1150790,poll    percent of voters say putin wouldn t have invaded ukraine if trump were president   thehill  donaldtrump  russia  ukraine  putin  russiaukraineconflict  russiaukrainewar 
1151312,an   year old showed up to join the ukrainian army  carrying with him a small case with   t shirts  a pair of extra pants  a toothbrush and a few sandwiches for lunch  he said he was doing it for his grandkids       ukraine  ukrainerussiawar  ukrinian  kyiv  zelensky  anonymous 
1151457,   if you re in  ukraine and reading this please turn geolocation off on your phone now  russia is using it to track gatherings  tell those around you to do the same 
1151512,in  warsaw  at the legia stadium there is a line of people who want to donate blood for the needs of  ukraine  
1151687,putin will always be remembered as the murderer  a gangster  a maniac  world will never forget  maybe at this moment he is a menace but this will pass  he will pass and be put in the grave among other dictators that terrorized their own people   ukrainewar  ukrainerussiacrisis 
1152843,just in   russian state tv channels have been hacked by  anonymous to broadcast the truth about what happens in  ukraine     oprussia  opkremlin  fckputin  standwithukriane 
1154908,  intel and amd stop supplying microchips to  russia
1154937,  intel and amd stop supplying microchips to  russia
1155049,    if you re in  ukraine and reading this please turn geolocation off on your phone now  russia is using it to track gatherings  tell those around you to do the same  said by  anonymous
1157186,marches and vigils are held across california to protest russian invasion of ukraine     ukraineunderattack  ukrainerussia  russiainvasion  ukrainianpeople 
1157441,  intel and amd stop supplying microchips to  russia
1157591, putin will not stop at  ukraine   fuck putin    fckputin 
1160023,     ministry of defense of ukraine informs that they have already received hundreds of calls from russians looking for their relatives in the russian army who were captured in ukraine   captured russian soldiers are given an opportunity to call their family back home    ukraine
1160668,   assets of the central bank of  russia      billion  all of them will be frozen
1161165,  the upcoming constitutional referendum scheduled in belarus on february   will allow  russia to deploy nuclear weapons on the territory of  belarus  according to 
1161232,just in   russian state tv channels have been hacked by  anonymous to broadcast the truth about what happens in  ukraine     oprussia  opkremlin  fckputin  standwithukriane 
1161344,just in   russian state tv channels have been hacked by  anonymous to broadcast the truth about what happens in  ukraine     oprussia  opkremlin  fckputin  standwithukriane 
1161378,anonymous stands with ukraine  russia we are coming for you   anonymous  oprussia  ukraine  russia 
1161396,more  most of the  kremlin propaganda news media websites are down   anonymous  oprussia
1161756,   in  russian belgorod      contract servicemen rioted and refused to go to fight  ukraine  reports obozrevatel
1161775,oil depot is on fire in  kyiv and poison the air 
1161944,this is  dinamo  football club in  kyiv  they took off their shorts and  got ready to defend  ukraine  
1162724,  donald trump dramatically changed his opinion   we pray for the proud people of ukraine  god bless them all   he said    earlier  former u s  president had called putin s decision to launch an invasion of  ukraine  brilliant  and the  russian president himself a  peacemaker   
1163903,   kazakhstan has refused to send troops against  ukraine and doesn t recognize the puppet dpr and lpr   standwithukraine
1163994,  the united states will transfer an unnamed number of  stinger  air defense systems to  kyiv as part of a new    million arms shipment to  ukraine 
1164454,once upon a time  four sons were born to jewish ukrainian parents  three sons were murdered by the nazis  one son survived  the survivor s grandson is now an international hero fearlessly confronting his country s invaders   he is volodymyr  zelensky  president of  ukraine  
1164640,  the upcoming constitutional referendum scheduled in belarus on february   will allow  russia to deploy nuclear weapons on the territory of  belarus  according to 
1164955,dear  ukraine   your courage has inspired the world 
1165589,dynamo kyiv is dressed up for a different kind of match today     russianaggression  ukraineunderattack  kyiv 
1166492,  intel and amd stop supplying microchips to  russia
1166645, putin will not stop at  ukraine   fuck putin    fckputin 
1166687,los angeles  california and all of america supports the brave ukrainians in their fight against the russian thug  putin  call your senators to immediately supply financial and humanitarian aid as well as military weapons to  ukraine               russia  putinskrieg pls rt 
1167233,  the upcoming constitutional referendum scheduled in belarus on february   will allow  russia to deploy nuclear weapons on the territory of  belarus  according to 
1167706,a woman and her daughter stand in front of their burning home  hit by the russian troops  they sarcastically say   thank you  putin  this is what we always wanted  now it will be warm during the winter    war  russia  ukraine  kyivnow  conflict  kyiv  putin 
1168965,just in   russian state tv channels have been hacked by  anonymous to broadcast the truth about what happens in  ukraine     oprussia  opkremlin  fckputin  standwithukriane 
1169110,knock  knock    mr  president  i ve got some more news      swift ban    sanctions    more sanctions    even more sanctions    no grand prix    no eurovision    no champions league final    russian flight bans    our invasion of  ukraine ain t going well    everyone hates russia 
1169488,dear ukrainians  before you take photos and post them on twitter and elsewhere  remember to turn off geotagging  as it can be used to track your location and gathering places  be strong   ukraine  kyiv  ukrainian  ukraineunderattack  standwithukraine
